,id,id_depto,jardin,primaria,secundaria
23557,140015900,14014,0,0,1
23558,140016000,14014,1,0,1
23560,140016100,14014,1,0,0
23561,140016200,14091,1,0,0
23562,140016300,14105,1,0,1
23563,140016500,14105,1,0,0
23564,140016900,14091,0,1,0
23565,140017200,14014,0,0,1
23566,140017300,14014,1,0,0
23567,140017400,14042,0,0,1
23568,140017600,14042,0,1,0
23569,140017700,14042,1,0,1
23570,140017800,14042,0,0,1
23571,140017900,14042,0,0,1
23572,140018000,14042,0,1,0
23573,140018100,14042,1,0,0
23574,140018200,14042,0,0,1
23575,140018300,14042,0,1,0
23576,140018400,14042,1,0,0
23577,140018500,14042,1,0,1
23578,140018600,14042,1,0,1
23579,140018700,14042,1,0,0
23580,140018800,14042,0,0,1
23581,140018900,14119,0,0,1
23582,140019000,14119,0,0,1
23583,140019200,14119,0,0,1
23584,140019300,14119,1,0,0
23585,140019400,14119,1,0,1
23586,140019500,14119,0,0,1
23587,140020000,14119,0,0,1
23588,140020100,14119,0,0,1
23589,140020200,14119,1,0,0
23590,140020400,14119,0,0,1
23593,140020800,14007,0,0,1
23594,140020900,14007,1,0,0
23595,140020901,14007,1,0,0
23596,140020903,14007,1,0,0
23597,140021000,14007,1,0,0
23598,140021100,14007,0,1,0
23599,140021200,14014,0,0,1
23602,140021400,14014,0,0,1
23603,140021500,14007,0,1,0
23604,140021600,14007,1,0,0
23607,140021800,14014,1,0,0
23608,140021900,14014,1,0,0
23609,140022200,14147,0,1,0
23611,140022400,14147,0,0,1
23612,140022800,14147,0,0,1
23613,140022900,14147,0,1,0
23614,140023000,14147,1,0,0
23615,140023100,14147,1,0,0
23616,140023101,14147,1,0,0
23617,140023200,14014,0,1,0
23618,140023300,14014,0,0,1
23619,140023400,14007,1,0,1
23620,140023500,14007,0,1,0
23621,140023600,14007,1,0,0
23622,140023601,14007,1,0,0
23623,140023800,14042,1,0,0
23624,140023900,14042,1,0,0
23625,140024000,14119,1,0,1
23626,140024100,14119,1,0,1
23627,140024200,14119,1,0,1
23628,140024300,14119,0,0,1
23629,140024400,14091,0,0,1
23630,140024500,14091,0,0,1
23631,140024600,14091,1,0,0
23632,140024700,14028,0,0,1
23633,140024900,14007,0,0,1
23634,140025000,14140,1,0,1
23635,140025100,14140,0,0,1
23636,140025300,14140,1,0,1
23637,140025400,14140,1,0,0
23638,140025401,14140,1,0,0
23639,140025600,14140,1,0,1
23640,140025700,14140,1,0,1
23641,140025800,14140,1,0,1
23642,140026100,14119,1,0,0
23643,140026300,14119,1,0,0
23644,140026400,14119,0,1,0
23645,140026500,14119,1,0,1
23646,140026600,14119,1,0,1
23647,140026800,14119,0,1,0
23648,140026900,14119,0,0,1
23649,140027000,14119,1,0,0
23650,140027200,14119,1,0,0
23651,140027300,14119,1,0,0
23652,140027400,14014,1,0,1
23653,140027500,14014,0,0,1
23654,140027600,14119,0,0,1
23655,140027800,14014,1,0,0
23656,140027801,14014,1,0,0
23657,140027900,14014,0,0,1
23658,140028000,14014,0,0,1
23659,140028100,14014,1,0,0
23660,140028200,14140,1,0,0
23661,140028203,14140,1,0,0
23662,140028300,14140,1,0,1
23663,140028400,14140,0,0,1
23664,140028500,14140,0,0,1
23665,140028600,14140,1,0,1
23666,140028700,14140,1,0,1
23667,140028800,14140,0,0,1
23668,140028900,14140,1,0,0
23669,140029000,14140,0,1,0
23670,140029200,14140,0,0,1
23671,140029300,14140,0,0,1
23672,140029400,14140,0,0,1
23673,140029500,14140,1,0,0
23674,140029600,14028,0,0,1
23675,140029700,14028,1,0,0
23676,140029800,14028,1,0,1
23677,140029900,14028,1,0,1
23678,140030000,14028,1,0,1
23679,140030100,14028,1,0,1
23680,140030200,14028,1,0,1
23681,140030300,14014,0,1,0
23682,140030400,14119,0,0,1
23683,140030500,14007,1,0,1
23684,140030600,14028,0,1,0
23685,140030700,14028,0,0,1
23686,140030800,14028,0,0,1
23687,140030900,14028,1,0,0
23688,140031000,14028,0,0,1
23689,140031100,14028,1,0,1
23690,140031200,14028,1,0,1
23691,140031400,14028,0,0,1
23692,140031500,14028,1,0,1
23693,140031800,14119,0,0,1
23694,140031900,14119,0,0,1
23695,140032100,14119,0,1,0
23696,140032200,14119,0,0,1
23697,140032300,14119,1,0,0
23698,140032400,14119,1,0,1
23699,140032500,14119,1,0,0
23700,140032600,14119,1,0,0
23701,140032700,14119,0,1,0
23702,140032800,14182,0,1,0
23703,140032900,14182,0,0,1
23704,140033000,14182,0,0,1
23705,140033100,14182,1,0,0
23706,140033200,14077,1,0,1
23707,140033300,14077,0,0,1
23708,140033400,14077,0,0,1
23709,140033500,14077,1,0,1
23710,140033600,14077,0,1,0
23711,140033700,14077,1,0,0
23712,140033701,14077,1,0,0
23713,140033702,14077,1,0,0
23714,140033703,14077,1,0,0
23715,140033704,14077,1,0,0
23716,140033800,14077,1,0,1
23717,140033900,14077,1,0,1
23718,140034000,14077,0,0,1
23719,140034100,14077,0,0,1
23720,140034200,14077,0,0,1
23721,140034300,14077,1,0,1
23722,140034400,14077,0,0,1
23728,140034600,14028,0,1,0
23729,140034700,14028,0,0,1
23731,140034900,14028,0,0,1
23732,140035000,14028,1,0,1
23733,140035200,14028,1,0,0
23734,140035201,14028,1,0,0
23735,140035300,14028,1,0,1
23736,140035400,14028,0,0,1
23738,140035700,14119,0,1,0
23739,140035800,14119,1,0,0
23740,140036100,14028,0,0,1
23741,140036200,14028,1,0,0
23742,140036300,14028,1,0,1
23743,140036400,14028,1,0,1
23744,140036600,14028,1,0,0
23745,140036601,14028,1,0,0
23746,140036800,14161,0,0,1
23747,140036900,14161,1,0,1
23748,140037100,14161,1,0,1
23749,140037400,14161,0,0,1
23750,140037700,14161,1,0,0
23751,140037800,14126,1,0,1
23752,140037900,14126,1,0,1
23753,140038000,14126,0,0,1
23754,140038100,14126,0,0,1
23755,140038300,14126,0,0,1
23756,140038400,14126,0,0,1
23757,140038500,14126,1,0,1
23758,140038700,14126,1,0,0
23759,140038701,14126,1,0,0
23760,140038800,14126,1,0,0
23761,140038900,14049,0,0,1
23762,140039100,14126,1,0,1
23763,140039200,14126,1,0,1
23764,140039300,14161,0,0,1
23765,140039600,14161,1,0,1
23766,140039700,14161,0,1,0
23767,140039800,14161,1,0,1
23768,140039900,14161,1,0,1
23769,140040300,14161,0,1,0
23770,140040500,14161,1,0,0
23771,140040600,14161,1,0,0
23772,140040700,14161,1,0,0
23774,140041000,14161,0,0,1
23775,140041100,14161,0,0,1
23776,140041200,14161,0,0,1
23777,140041300,14161,0,0,1
23778,140041400,14161,0,1,0
23779,140041600,14014,1,0,0
23780,140041700,14014,0,1,0
23781,140041800,14014,0,0,1
23782,140041900,14182,0,1,0
23783,140042000,14182,1,0,0
23784,140042200,14140,0,1,0
23785,140042500,14140,1,0,1
23791,140042700,14140,1,0,0
23793,140042900,14140,0,0,1
23794,140043000,14140,1,0,0
23795,140043100,14140,1,0,0
23796,140043200,14140,0,0,1
23797,140043300,14091,1,0,1
23798,140043400,14091,1,0,0
23799,140043401,14091,1,0,0
23800,140043600,14091,1,0,0
23801,140043601,14091,1,0,0
23802,140043700,14091,1,0,0
23803,140043800,14091,0,0,1
23804,140043900,14021,0,0,1
23805,140044000,14021,0,0,1
23806,140044200,14021,1,0,0
23807,140044201,14021,1,0,0
23808,140044300,14021,0,0,1
23809,140044500,14021,0,1,0
23810,140044600,14021,1,0,0
23814,140044800,14021,0,0,1
23815,140045100,14014,0,0,1
23816,140045200,14014,0,1,0
23817,140045300,14014,0,1,0
23818,140045400,14014,0,0,1
23819,140045500,14014,0,0,1
23820,140045800,14014,1,0,0
23825,140046100,14014,0,0,1
23826,140046400,14014,1,0,0
23827,140046500,14014,1,0,0
23828,140046600,14014,0,0,1
23829,140046700,14014,1,0,0
23830,140046800,14014,0,1,0
23832,140047000,14063,1,0,1
23833,140047100,14063,1,0,0
23835,140047400,14063,0,1,0
23836,140047500,14063,1,1,1
23837,140047501,14063,0,1,0
23839,140047800,14175,0,0,1
23840,140047900,14175,0,0,1
23841,140048000,14147,1,0,0
23842,140048001,14147,1,0,0
23843,140048100,14126,1,0,1
23844,140048200,14126,1,0,1
23845,140048300,14126,0,0,1
23846,140048400,14126,1,0,1
23847,140048500,14014,0,1,0
23848,140048501,14105,0,1,0
23849,140048600,14014,0,0,1
23850,140048700,14014,0,0,1
23851,140048800,14014,1,0,1
23852,140049000,14014,1,0,0
23853,140049100,14014,1,0,0
23854,140049200,14014,1,0,0
23864,140049500,14182,0,0,1
23866,140049700,14182,1,0,1
23868,140049900,14182,1,0,0
23869,140050000,14182,0,0,1
23870,140050100,14182,0,1,0
23871,140050200,14182,0,1,0
23872,140050300,14182,0,0,1
23873,140050400,14182,1,0,1
23874,140050500,14182,1,0,1
23875,140050700,14182,1,0,1
23876,140050800,14126,0,0,1
23877,140051000,14126,1,0,1
23878,140051100,14126,1,0,1
23879,140051200,14126,1,0,1
23880,140051300,14126,1,0,1
23881,140051400,14126,0,0,1
23882,140051500,14014,1,0,0
23883,140051600,14042,0,1,0
23884,140051700,14063,1,1,1
23885,140051800,14182,0,1,0
23886,140051802,14182,0,1,0
23887,140051900,14182,0,0,1
23888,140052000,14182,1,0,1
23889,140052200,14182,0,0,1
23890,140052300,14182,0,1,0
23891,140052400,14182,0,0,1
23892,140052500,14182,1,0,1
23893,140052600,14182,1,0,0
23894,140052800,14077,1,0,0
23895,140052900,14077,0,0,1
23896,140053000,14077,1,0,1
23897,140053100,14077,1,0,1
23898,140053200,14077,0,0,1
23899,140053300,14077,1,0,1
23900,140053500,14077,1,0,1
23901,140053600,14077,1,0,1
23902,140053700,14077,1,0,1
23903,140053900,14077,1,0,1
23904,140054000,14077,0,0,1
23905,140054400,14105,1,0,0
23906,140054800,14105,0,1,0
23907,140055000,14105,1,0,0
23908,140055001,14105,1,0,0
23909,140055002,14105,1,0,0
23910,140055003,14105,1,0,0
23911,140055100,14105,1,0,1
23912,140055200,14105,0,0,1
23913,140055300,14105,0,0,1
23914,140055500,14105,1,0,1
23915,140055600,14105,0,0,1
23916,140055700,14063,0,0,1
23917,140055900,14063,0,1,0
23918,140056000,14014,0,1,0
23919,140056100,14182,0,0,1
23920,140056400,14182,1,0,1
23921,140056500,14182,0,0,1
23922,140056600,14182,1,0,1
23923,140056700,14182,0,0,1
23924,140056900,14098,1,0,0
23925,140057000,14098,1,0,0
23926,140057100,14098,0,0,1
23927,140057200,14014,0,1,0
23928,140057300,14098,0,1,0
23929,140057400,14098,0,0,1
23930,140057500,14098,0,0,1
23931,140057600,14014,0,0,1
23932,140057700,14014,1,0,0
23933,140057800,14014,0,0,1
23934,140057900,14042,0,0,1
23935,140058000,14042,0,0,1
23936,140058100,14014,0,0,1
23937,140058200,14042,0,1,0
23938,140058201,14042,0,1,0
23939,140058300,14042,1,0,1
23940,140058400,14042,1,0,1
23941,140058500,14042,1,0,1
23942,140058600,14042,1,0,1
23943,140058700,14042,1,0,1
23944,140058800,14042,1,0,1
23945,140058900,14042,1,0,1
23946,140059000,14098,1,0,1
23947,140059200,14098,0,0,1
23948,140059400,14098,0,0,1
23949,140059500,14098,1,0,1
23950,140059600,14098,1,0,1
23951,140059700,14098,1,0,1
23952,140059800,14098,0,0,1
23953,140060000,14098,0,0,1
23954,140060100,14098,1,0,1
23955,140060200,14098,0,1,0
23956,140060300,14098,0,0,1
23957,140060400,14098,1,0,0
23958,140060500,14098,1,0,0
23959,140060600,14098,1,0,0
23960,140060700,14098,0,0,1
23963,140060900,14098,0,0,1
23964,140061000,14098,1,0,1
23965,140061100,14098,0,0,1
23966,140061200,14098,1,0,1
23967,140061300,14098,0,0,1
23968,140061400,14098,1,0,0
23969,140061500,14098,1,0,1
23970,140061700,14014,0,1,0
23974,140061900,14042,1,0,1
23975,140062000,14042,1,0,0
23976,140062100,14042,0,0,1
23977,140062200,14042,0,0,1
23978,140062300,14063,1,0,0
23979,140062600,14049,1,0,1
23980,140062700,14049,1,0,1
23981,140062900,14049,1,0,1
23982,140063100,14049,0,0,1
23983,140063200,14049,1,0,0
23984,140063300,14049,1,0,0
23985,140063400,14049,1,0,1
23986,140063600,14049,1,0,0
23987,140063700,14049,1,0,0
23988,140063800,14049,0,0,1
23989,140063900,14049,0,0,1
23990,140064500,14014,1,0,0
23991,140064600,14168,0,0,1
23992,140064700,14168,0,0,1
23993,140064800,14168,0,0,1
23994,140065000,14168,1,0,1
23995,140065100,14168,0,0,1
23996,140065300,14168,1,0,0
23997,140065301,14168,1,0,0
23998,140065500,14168,1,0,0
23999,140065503,14168,1,0,0
24000,140065600,14168,1,0,1
24001,140065700,14168,1,0,1
24002,140065800,14168,1,0,1
24003,140065900,14168,0,0,1
24004,140066000,14168,0,0,1
24005,140066100,14168,1,0,0
24006,140066200,14168,1,0,1
24007,140066300,14168,1,0,1
24008,140066400,14168,0,0,1
24009,140066500,14014,1,0,1
24010,140066600,14014,1,0,1
24011,140066700,14014,0,0,1
24012,140066800,14140,0,1,0
24013,140066900,14091,1,0,1
24014,140067100,14091,0,0,1
24015,140067200,14091,0,0,1
24016,140067300,14091,1,0,1
24017,140067400,14091,1,0,0
24020,140067600,14091,1,0,0
24021,140067700,14091,1,0,0
24022,140067800,14091,1,0,1
24023,140067900,14091,0,0,1
24024,140068000,14091,0,1,0
24025,140068100,14091,0,0,1
24026,140068200,14175,0,0,1
24027,140068300,14175,0,0,1
24028,140068400,14091,1,0,0
24029,140068500,14014,0,0,1
24030,140068600,14014,1,0,0
24031,140068700,14063,0,1,0
24032,140068800,14063,0,1,0
24033,140068801,14063,0,1,0
24034,140068803,14063,0,1,0
24035,140069000,14014,0,0,1
24036,140069100,14042,0,1,0
24037,140069200,14042,1,0,1
24038,140069400,14049,0,0,1
24039,140069500,14049,0,0,1
24040,140069600,14091,0,0,1
24041,140069800,14091,1,0,0
24042,140069801,14091,1,0,0
24043,140069900,14091,1,0,0
24044,140069901,14091,1,0,0
24045,140070100,14091,0,0,1
24046,140070200,14091,0,0,1
24047,140070400,14091,0,0,1
24048,140070500,14091,0,0,1
24049,140070600,14063,0,0,1
24050,140070700,14063,1,0,1
24052,140071000,14063,1,0,0
24053,140071100,14014,0,0,1
24054,140071200,14028,1,0,0
24061,140071500,14028,1,0,0
24062,140071600,14063,1,0,0
24064,140071900,14014,1,0,0
24065,140072000,14049,1,0,0
24067,140072200,14042,0,0,1
24068,140072300,14042,1,0,0
24069,140072500,14014,0,1,0
24070,140072600,14091,0,0,1
24071,140072800,14091,1,0,0
24072,140072900,14091,1,0,0
24073,140072901,14091,1,0,0
24074,140073000,14091,0,0,1
24075,140073100,14091,1,0,0
24076,140073200,14007,0,1,0
24077,140073300,14007,1,0,0
24078,140073400,14007,0,0,1
24080,140073600,14007,0,0,1
24081,140073700,14049,0,0,1
24082,140073800,14014,0,0,1
24083,140073900,14014,1,0,0
24090,140074200,14014,1,0,1
24091,140074300,14014,0,1,0
24092,140074500,14014,1,0,1
24095,140074800,14042,1,0,1
24096,140075200,14042,1,0,1
24097,140075300,14049,1,0,0
24098,140075500,14091,0,0,1
24099,140075600,14014,0,0,1
24100,140075700,14014,1,0,1
24103,140075900,14014,1,0,0
24104,140076000,14014,1,0,0
24105,140076200,14091,1,0,1
24106,140076300,14091,0,0,1
24107,140076400,14091,0,0,1
24108,140076500,14091,1,0,1
24109,140076700,14091,0,0,1
24110,140076800,14091,1,0,0
24111,140076900,14014,1,0,0
24114,140077100,14014,1,0,0
24115,140077200,14014,1,0,1
24116,140077300,14014,1,0,0
24117,140077400,14014,1,0,1
24118,140077500,14014,0,0,1
24119,140077600,14091,0,0,1
24120,140077800,14091,1,0,0
24121,140077801,14091,1,0,0
24122,140077900,14091,1,0,1
24123,140078000,14091,0,0,1
24124,140078100,14091,0,0,1
24125,140078400,14091,1,0,0
24126,140078500,14091,1,0,0
24127,140078600,14091,1,0,0
24128,140078700,14014,0,0,1
24129,140078800,14021,0,0,1
24130,140078900,14014,0,1,0
24132,140079100,14014,1,0,0
24139,140079400,14091,0,0,1
24140,140079500,14091,0,0,1
24141,140079600,14091,1,0,0
24142,140079700,14007,1,0,1
24143,140079800,14007,1,0,1
24144,140079900,14007,0,0,1
24145,140080000,14007,1,0,1
24147,140080200,14007,1,0,0
24148,140080203,14007,1,0,0
24149,140080300,14049,0,0,1
24150,140080400,14049,0,0,1
24151,140080500,14049,1,0,1
24152,140080600,14049,0,0,1
24153,140080800,14049,0,0,1
24154,140080900,14049,1,0,1
24155,140081000,14049,1,0,1
24156,140081200,14049,1,0,1
24157,140081400,14049,1,0,1
24158,140081500,14049,0,0,1
24159,140081600,14049,1,0,0
24160,140081601,14049,1,0,0
24161,140081602,14049,1,0,0
24162,140081700,14049,0,0,1
24163,140081800,14049,1,0,0
24164,140081900,14049,0,0,1
24167,140082100,14147,1,0,0
24168,140082200,14014,0,0,1
24169,140082300,14021,1,0,1
24170,140082400,14021,1,0,0
24171,140082500,14119,0,0,1
24172,140082700,14119,1,0,1
24173,140082800,14119,1,0,1
24174,140082900,14021,0,1,0
24175,140083000,14021,0,0,1
24176,140083100,14154,0,0,1
24177,140083200,14154,0,0,1
24178,140083400,14154,1,0,0
24179,140083500,14154,1,0,1
24180,140083600,14154,1,0,1
24181,140083900,14175,0,0,1
24182,140084000,14175,1,0,1
24183,140084200,14154,1,0,0
24184,140084500,14154,1,0,1
24185,140084600,14084,1,0,0
24186,140084700,14084,1,0,1
24187,140084800,14084,1,0,1
24188,140085000,14084,1,0,1
24189,140085200,14084,0,0,1
24190,140085300,14084,0,0,1
24191,140085400,14084,0,1,0
24192,140085500,14084,1,0,0
24193,140085700,14084,1,0,0
24195,140086000,14084,0,1,0
24196,140086100,14084,0,1,0
24197,140086200,14084,1,0,0
24198,140086600,14042,1,0,1
24199,140086700,14042,0,0,1
24200,140086800,14042,1,0,1
24201,140086900,14042,1,0,1
24202,140087000,14042,1,0,1
24203,140087100,14042,1,0,1
24204,140087200,14042,1,0,0
24205,140087300,14042,0,0,1
24206,140087400,14042,1,0,0
24207,140087500,14042,1,0,1
24208,140087600,14042,1,0,1
24209,140087700,14042,1,0,1
24210,140087800,14098,0,0,1
24211,140087900,14098,0,0,1
24212,140088000,14098,1,0,0
24213,140088500,14098,1,0,0
24214,140088600,14098,0,0,1
24215,140088700,14098,0,0,1
24216,140088800,14098,1,0,0
24217,140088801,14098,1,0,0
24218,140088900,14098,1,0,0
24219,140089000,14098,1,0,0
24221,140089300,14182,0,0,1
24222,140089600,14133,0,0,1
24223,140089700,14133,0,0,1
24224,140089800,14133,1,0,0
24225,140089900,14133,1,0,0
24226,140090000,14133,1,0,0
24227,140090100,14133,1,0,1
24228,140090200,14133,0,0,1
24229,140090300,14133,0,0,1
24230,140090500,14133,0,0,1
24231,140090600,14133,0,0,1
24232,140090700,14098,0,1,0
24233,140090800,14098,0,1,0
24234,140091200,14098,1,0,1
24235,140091300,14098,1,0,0
24236,140091400,14098,1,0,0
24237,140091500,14098,1,0,0
24238,140091600,14098,0,0,1
24242,140091900,14098,0,1,0
24245,140092300,14140,1,0,0
24246,140092400,14140,0,0,1
24247,140092500,14140,0,0,1
24248,140092600,14140,0,0,1
24249,140092700,14140,1,0,0
24250,140092800,14140,0,0,1
24251,140092900,14140,1,0,0
24252,140093000,14140,1,0,0
24253,140093100,14140,0,0,1
24254,140093400,14014,0,1,0
24255,140093700,14014,0,1,0
24256,140093900,14014,0,1,0
24257,140094000,14014,0,1,0
24258,140094100,14014,0,1,0
24259,140094300,14014,0,1,0
24260,140094400,14014,0,0,1
24261,140094600,14014,1,0,0
24264,140095100,14014,1,0,0
24265,140095200,14014,1,0,0
24266,140095300,14014,0,0,1
24267,140095500,14014,1,0,1
24269,140095600,14014,0,0,1
24270,140095700,14014,0,0,1
24271,140095800,14014,0,0,1
24272,140096000,14014,1,0,0
24273,140096200,14014,1,0,0
24274,140096500,14014,1,0,0
24275,140096600,14098,0,1,0
24277,140096800,14056,0,1,0
24278,140096900,14140,0,0,1
24279,140096901,14140,0,0,1
24280,140097000,14140,0,0,1
24281,140097200,14140,1,0,1
24282,140097300,14140,0,0,1
24284,140097500,14140,0,0,1
24285,140097600,14140,0,1,0
24286,140097700,14140,0,1,0
24287,140097900,14140,1,0,0
24288,140098000,14140,1,0,0
24289,140098001,14140,1,0,0
24290,140098002,14140,1,0,0
24291,140098100,14140,1,0,1
24292,140098200,14021,1,0,0
24293,140098300,14021,1,0,0
24294,140098400,14021,0,0,1
24295,140098500,14021,1,0,1
24296,140098600,14021,0,0,1
24297,140098700,14140,0,1,0
24298,140098900,14140,0,1,0
24299,140099000,14140,1,0,1
24300,140099100,14140,1,0,0
24301,140099200,14140,1,0,0
24302,140099300,14140,0,0,1
24303,140099400,14140,0,0,1
24304,140099500,14140,1,0,1
24305,140099600,14140,0,0,1
24306,140099700,14140,1,0,0
24307,140099800,14140,1,0,1
24308,140099900,14140,0,0,1
24309,140100000,14140,1,0,0
24310,140100100,14140,1,0,1
24311,140100300,14140,0,0,1
24312,140100400,14140,1,0,1
24313,140100500,14140,1,0,0
24314,140100800,14056,0,1,0
24317,140101000,14056,1,0,0
24318,140101100,14056,0,1,0
24319,140101200,14014,0,0,1
24320,140101300,14056,0,0,1
24321,140101400,14056,0,0,1
24322,140101500,14056,1,0,1
24323,140101600,14056,1,0,1
24324,140101700,14056,0,0,1
24325,140101800,14056,0,0,1
24330,140102100,14056,1,0,0
24331,140102200,14014,0,1,0
24332,140102300,14014,0,1,0
24333,140102500,14098,1,0,1
24335,140102700,14056,1,0,0
24336,140102800,14056,0,0,1
24337,140102900,14056,0,0,1
24338,140103000,14182,0,0,1
24339,140103100,14014,0,0,1
24340,140103300,14014,1,0,0
24341,140103500,14063,1,0,1
24342,140103600,14063,0,0,1
24343,140103700,14063,0,0,1
24344,140103800,14063,1,0,1
24345,140103900,14063,1,0,1
24346,140104000,14063,1,0,1
24347,140104100,14063,0,0,1
24348,140104200,14063,0,0,1
24349,140104400,14063,0,0,1
24350,140104600,14063,0,0,1
24351,140104800,14063,1,0,0
24352,140104900,14063,0,0,1
24353,140105000,14147,0,0,1
24354,140105200,14147,0,0,1
24355,140105300,14147,1,0,1
24356,140105400,14147,0,0,1
24357,140105500,14147,1,0,1
24358,140105600,14147,1,0,1
24359,140105700,14147,1,0,1
24360,140105800,14147,0,0,1
24361,140106100,14147,0,0,1
24362,140106200,14147,1,0,0
24363,140106300,14147,1,0,0
24364,140106400,14028,0,0,1
24365,140106500,14028,1,0,1
24366,140106600,14028,1,0,1
24367,140106700,14028,1,0,0
24368,140106701,14070,1,0,0
24369,140106800,14028,0,1,0
24370,140106900,14028,1,0,0
24371,140107000,14147,1,0,0
24372,140107100,14147,0,0,1
24373,140107200,14147,1,0,1
24374,140107300,14147,0,0,1
24375,140107400,14147,0,0,1
24376,140107700,14147,1,0,0
24377,140107701,14007,1,0,0
24378,140107702,14147,1,0,0
24379,140107800,14147,0,0,1
24380,140107900,14147,0,0,1
24381,140108000,14147,1,0,1
24383,140108200,14028,0,0,1
24384,140108300,14028,1,0,0
24385,140108500,14056,0,0,1
24386,140108600,14056,1,0,1
24387,140108700,14056,1,0,1
24388,140108800,14056,0,0,1
24389,140108900,14056,1,0,1
24390,140109100,14056,1,0,1
24391,140109200,14056,0,0,1
24392,140109300,14056,0,0,1
24393,140109400,14056,0,0,1
24394,140109600,14056,1,0,1
24395,140109700,14056,1,0,1
24396,140109800,14056,1,0,0
24397,140109801,14056,1,0,0
24398,140110000,14140,0,0,1
24399,140110100,14140,0,1,0
24400,140110200,14140,1,0,0
24401,140110300,14140,0,0,1
24402,140110400,14140,0,1,0
24403,140110401,14140,0,1,0
24404,140110500,14140,0,0,1
24405,140110600,14140,0,1,0
24406,140110700,14140,0,1,0
24408,140110900,14140,1,0,0
24409,140110901,14140,1,0,0
24410,140110902,14140,1,0,0
24411,140111000,14140,0,0,1
24412,140111200,14140,1,0,0
24413,140111201,14140,1,0,0
24414,140111300,14140,1,0,0
24415,140111400,14182,0,0,1
24416,140111500,14175,1,0,1
24417,140111600,14175,1,0,1
24419,140111900,14133,0,0,1
24420,140112000,14133,0,0,1
24421,140112100,14133,1,0,1
24422,140112200,14133,1,0,0
24423,140112300,14133,0,0,1
24424,140112400,14133,1,0,0
24425,140112500,14133,1,0,0
24426,140112501,14133,1,0,0
24428,140112800,14133,1,0,0
24429,140112801,14133,1,0,0
24430,140112900,14098,1,0,1
24431,140113000,14098,0,0,1
24432,140113100,14098,1,0,0
24433,140113200,14098,1,0,1
24434,140113300,14098,1,0,1
24435,140113500,14098,1,0,1
24436,140113700,14098,1,0,1
24437,140113800,14140,0,0,1
24438,140113900,14140,0,0,1
24439,140114200,14140,1,0,1
24440,140114300,14140,0,0,1
24441,140114400,14140,0,0,1
24442,140114500,14140,1,0,1
24443,140114600,14140,1,0,1
24444,140114800,14140,0,0,1
24445,140114900,14140,1,0,1
24446,140115000,14140,1,0,1
24447,140115100,14140,0,0,1
24448,140115200,14140,1,0,0
24449,140115202,14140,1,0,0
24450,140115300,14140,0,0,1
24451,140115500,14119,1,0,1
24452,140115700,14119,1,0,1
24453,140115800,14119,0,1,0
24454,140115900,14119,1,0,1
24455,140116000,14119,1,0,1
24456,140116100,14119,0,0,1
24457,140116400,14119,1,0,0
24458,140116600,14119,0,0,1
24459,140116700,14119,1,0,0
24460,140116800,14119,1,0,1
24461,140117000,14014,1,0,1
24462,140117100,14014,1,0,0
24464,140117700,14119,0,0,1
24465,140117800,14119,1,0,1
24466,140118000,14119,1,0,0
24467,140118100,14119,1,0,0
24468,140118200,14112,1,0,1
24469,140118300,14112,0,0,1
24470,140118400,14112,1,0,1
24471,140118500,14112,0,0,1
24472,140118600,14112,1,0,1
24473,140118700,14112,1,0,0
24474,140118704,14112,1,0,0
24475,140118900,14112,1,0,0
24476,140119000,14042,0,0,1
24477,140119100,14042,0,0,1
24478,140119200,14042,1,0,1
24479,140119300,14007,0,0,1
24480,140119400,14063,1,0,1
24481,140119500,14098,1,0,0
24482,140119600,14007,1,0,0
24483,140119700,14007,0,0,1
24484,140119800,14007,0,1,0
24485,140119801,14007,0,1,0
24486,140120000,14168,0,1,0
24487,140120300,14098,0,1,0
24488,140120400,14091,0,0,1
24489,140120401,14091,0,0,1
24490,140120500,14091,1,0,1
24499,140120800,14014,0,0,1
24500,140120900,14014,1,0,0
24501,140121000,14021,0,1,0
24502,140121100,14161,1,0,0
24503,140121200,14161,1,0,0
24504,140121201,14161,1,0,0
24505,140121300,14161,1,0,0
24506,140121400,14161,0,1,0
24507,140121500,14161,1,0,0
24508,140121600,14161,1,0,0
24509,140121700,14119,1,0,0
24510,140121900,14119,0,0,1
24512,140122200,14119,0,0,1
24513,140122300,14119,1,0,0
24514,140122600,14119,0,1,0
24515,140122800,14161,0,0,1
24516,140122900,14161,0,0,1
24517,140123000,14161,0,0,1
24518,140123100,14161,1,0,0
24519,140123300,14161,0,0,1
24520,140123500,14161,1,0,0
24521,140123700,14161,0,0,1
24522,140123800,14161,0,1,0
24523,140123900,14112,0,0,1
24524,140124100,14112,0,0,1
24525,140124200,14112,1,0,1
24526,140124400,14112,1,0,0
24527,140124600,14112,1,0,0
24528,140124700,14112,0,0,1
24529,140124800,14112,0,0,1
24530,140125000,14014,0,0,1
24531,140125100,14014,1,0,1
24532,140125200,14014,1,0,0
24533,140125400,14056,0,0,1
24534,140125500,14056,1,0,0
24535,140125600,14056,1,0,0
24536,140125700,14056,0,0,1
24537,140125800,14056,0,0,1
24538,140125900,14056,1,0,1
24539,140126100,14056,1,0,0
24540,140126200,14056,0,1,0
24541,140126201,14182,0,1,0
24542,140126300,14014,1,0,0
24543,140126400,14014,1,0,0
24547,140127000,14014,0,1,0
