OBJECTID;Entidad;Objeto;FNA;GNA;NAM;SAG;FDC;IN1;SHAPE_STAr;SHAPE_STLe
4711;0;Departamento;Partido de Ensenada;Partido;Ensenada;ARBA - Gerencia de Servicios Catastrales;;06245;0,01118731212;0,54712348465
4712;0;Departamento;Partido de Laprida;Partido;Laprida;ARBA - Gerencia de Servicios Catastrales;;06448;0,35140624022;2,90515172112
4713;0;Departamento;Partido de San Isidro;Partido;San Isidro;ARBA - Gerencia de Servicios Catastrales;;06756;0,00514052150;0,33269098362
4714;0;Departamento;Partido de Benito Juárez;Partido;Benito Juárez;ARBA - Gerencia de Servicios Catastrales;;06084;0,54432828474;3,95573476404
4715;0;Departamento;Partido de Colón;Partido;Colón;ARBA - Gerencia de Servicios Catastrales;;06175;0,09707624833;1,66756547085
4716;0;Departamento;Departamento Figueroa;Departamento;Figueroa;Catastro Provinciales;;86070;0,64886073264;4,35280545097
4717;0;Departamento;Partido de Saavedra;Partido;Saavedra;ARBA - Gerencia de Servicios Catastrales;;06700;0,36263569315;2,86324095146
4718;0;Departamento;Partido de Monte Hermoso;Partido;Monte Hermoso;ARBA - Gerencia de Servicios Catastrales;;06553;0,02081749670;0,87186174558
4719;0;Departamento;Partido de Lobería;Partido;Lobería;ARBA - Gerencia de Servicios Catastrales;;06476;0,48476991170;3,40974425303
4720;0;Departamento;Partido de Berisso;Partido;Berisso;ARBA - Gerencia de Servicios Catastrales;;06098;0,01424744118;0,58038235877
4721;0;Departamento;Partido de Tordillo;Partido;Tordillo;ARBA - Gerencia de Servicios Catastrales;;06812;0,13404004879;1,87712685653
4722;0;Departamento;Partido de San Fernando;Partido;San Fernando;ARBA - Gerencia de Servicios Catastrales;;06749;0,10349513107;1,63365589571
4723;0;Departamento;Partido de Zárate;Partido;Zárate;ARBA - Gerencia de Servicios Catastrales;;06882;0,11564117472;1,88181759003
4724;0;Departamento;Partido de Ramallo;Partido;Ramallo;ARBA - Gerencia de Servicios Catastrales;;06665;0,10174762782;1,84102458302
4725;0;Departamento;Partido de San Nicolás;Partido;San Nicolás;ARBA - Gerencia de Servicios Catastrales;;06763;0,06602559241;1,36620389017
4726;0;Departamento;Departamento Salavina;Departamento;Salavina;Catastro Provinciales;;86168;0,29347033027;3,09464465589
4727;0;Departamento;Departamento Pellegrini;Departamento;Pellegrini;Catastro Provinciales;;86133;0,62682836658;4,03339656989
4728;0;Departamento;Departamento Avellaneda;Departamento;Avellaneda;Catastro Provinciales;;86028;0,35146812201;3,79334726425
4729;0;Departamento;Departamento Moreno;Departamento;Moreno;Catastro Provinciales;;86119;1,49616030557;5,52823848225
4730;0;Departamento;Departamento Chacabuco;Departamento;Chacabuco;IDE Chaco;;22028;0,13804945269;2,32548868123
4731;0;Departamento;Departamento Guaymallén;Departamento;Guaymallén;IDE Mendoza;;50028;0,01563099958;0,58629020455
4732;0;Departamento;Departamento Juárez Celman;Departamento;Juárez Celman;IDE Cordoba;Catastro;14056;0,76782714252;4,95452189846
4733;0;Departamento;Departamento Capital;Departamento;Capital;Direc. Grl. de Inmuebles;;66028;0,15332795891;2,48019208781
4734;0;Departamento;Departamento Silipica;Departamento;Silipica;Catastro Provinciales;;86189;0,11309241487;1,64912436356
4735;0;Departamento;Departamento La Candelaria;Departamento;La Candelaria;IDE Salta;;66084;0,12156038550;2,33053980941
4736;0;Departamento;Departamento Maipú;Departamento;Maipú;IDE Mendoza;;50070;0,06010193087;1,22415924031
4737;0;Departamento;Departamento Guachipas;Departamento;Guachipas;IDE Salta;;66063;0,25089291083;2,91897856765
4738;0;Departamento;Departamento Capital;Departamento;Capital;IDE Mendoza;;50007;0,00507794593;0,35219393255
4739;0;Departamento;Departamento Godoy Cruz;Departamento;Godoy Cruz;IDE Mendoza;;50021;0,00764572010;0,41989076761
4740;0;Departamento;Departamento Cafayate;Departamento;Cafayate;IDE Salta;;66021;0,13997579046;1,97788826590
4741;0;Departamento;Departamento San Martín;Departamento;San Martín;IDE Mendoza;;50098;0,14526724332;2,00275611192
4742;0;Departamento;Departamento Junín;Departamento;Junín;IDE Mendoza;;50035;0,02632285953;1,19771486984
4743;0;Departamento;Departamento Castro Barros;Departamento;Castro Barros;IGN;;46021;0,14127643083;1,53314950231
4744;0;Departamento;Departamento Sanagasta;Departamento;Sanagasta;IGN;;46126;0,12094384684;1,47854049764
4745;0;Departamento;Departamento Chilecito;Departamento;Chilecito;IGN;;46042;0,48729949024;2,96959145092
4746;0;Departamento;Departamento General Ángel V. Peñaloza;Departamento;General  Angel V. Peñaloza;IGN;;46056;0,29325180714;2,61676057340
4747;0;Departamento;Departamento Colón;Departamento;Colón;IDE Cordoba;Catastro;14021;0,22399877262;2,78043748701
4748;0;Departamento;Departamento General Juan F. Quiroga;Departamento;General Juan F. Quiroga;IGN;;46070;0,40582901581;3,14529577290
4749;0;Departamento;Departamento Rosario Vera Peñaloza;Departamento;Rosario Vera Peñaloza;IGN;;46112;0,47123498669;2,90457137002
4750;0;Departamento;Departamento General San Martín;Departamento;General San Martín;IGN;;46091;0,42598786502;3,55055474420
4751;0;Departamento;Departamento Famatina;Departamento;Famatina;IGN;;46049;0,38499305925;2,72028775348
4752;0;Departamento;Departamento San Blas de Los Sauces;Departamento;San Blas de Los Sauces;IGN;;46119;0,13266021984;2,00370062009
4753;0;Departamento;Departamento San Antonio;Departamento;San Antonio;Direc. Grl. de Inmuebles;;38056;0,06159565550;1,58730605030
4754;0;Departamento;Departamento Formosa;Departamento;Formosa;IGN;;34014;0,58601572882;3,84326273039
4755;0;Departamento;Departamento Andalgalá;Departamento;Andalgalá;IDE Catamarca;;10021;0,49693291488;3,68859671396
4756;0;Departamento;Departamento Ambato;Departamento;Ambato;IDE Catamarca;;10007;0,16690713122;2,49880814165
4757;0;Departamento;Departamento Paclín;Departamento;Paclín;IDE Catamarca;;10077;0,09039869855;1,93447444351
4758;0;Departamento;Departamento Pilcomayo;Departamento;Pilcomayo;IGN;;34049;0,47980149313;4,68171657100
4759;0;Departamento;Departamento El Alto;Departamento;El Alto;IDE Catamarca;;10056;0,17633441259;2,21021607509
4760;0;Departamento;Departamento Tehuelches;Departamento;Tehuelches;IGN;;26098;1,64332018411;6,82702810413
4761;0;Departamento;Departamento Escalante;Departamento;Escalante;IGN;;26021;1,63704921735;7,25312727774
4762;0;Departamento;Departamento Ischilín;Departamento;Ischilín;IDE Cordoba;Catastro;14049;0,47347265465;3,48084880510
4763;0;Departamento;Departamento Totoral;Departamento;Totoral;IDE Cordoba;Catastro;14168;0,28730849023;3,63133057357
4764;0;Departamento;Departamento General San Martín;Departamento;General San Martín;Catastro;Catastro;14042;0,47898168946;4,36383081884
4765;0;Departamento;Departamento San Javier;Departamento;San Javier;IDE Cordoba;Catastro;14133;0,14759146898;2,42262257865
4766;0;Departamento;Departamento Río Primero;Departamento;Río Primero;IDE Cordoba;Catastro;14105;0,63576690128;4,23964996328
4767;0;Departamento;Departamento Tinogasta;Departamento;Tinogasta;IDE Catamarca;;10105;2,07204819260;9,93585136732
4768;0;Departamento;Departamento Marcos Juárez;Departamento;Marcos Juárez;IDE Cordoba;Catastro;14063;0,88713096885;5,69892521733
4769;0;Departamento;Partido de Leandro N. Alem;Partido;Leandro N. Alem;ARBA - Gerencia de Servicios Catastrales;;06462;0,15745672531;1,94290827627
4770;0;Departamento;Departamento Libertador General San Martín;Departamento;Libertador General San Martín;IDE Chaco;;22084;0,65112124059;5,97316799777
4771;0;Departamento;Departamento Gastre;Departamento;Gastre;IGN;;26049;1,75708380713;6,72234952864
4772;0;Departamento;Partido de General Arenales;Partido;General Arenales;ARBA - Gerencia de Servicios Catastrales;;06294;0,14514302198;2,13423841026
4773;0;Departamento;Departamento Bermejo;Departamento;Bermejo;IDE Chaco;;22014;0,23243431838;3,08450961339
4774;0;Departamento;Departamento Calamuchita;Departamento;Calamuchita;IDE Cordoba;Catastro;14007;0,44938217216;3,70596970503
4775;0;Departamento;Partido de Rivadavia;Partido;Rivadavia;ARBA - Gerencia de Servicios Catastrales;;06679;0,39328561608;2,85136518531
4776;0;Departamento;Partido de Patagones;Partido;Patagones;ARBA - Gerencia de Servicios Catastrales;;06602;1,42321092612;6,34373744892
4777;0;Departamento;Departamento Juan Martín de Pueyrredón;Departamento;Juan Martín de Pueyrredón;Direc. de Geodesia y Catastro;;74056;1,32202500337;6,83519805331
4778;0;Departamento;Departamento General Pedernera;Departamento;General Pedernera;Direc. de Geodesia y Catastro;;74035;1,44015478474;6,35948779830
4779;0;Departamento;Comuna 9;Comuna;Comuna 9;Direc. de Catastro;;02063;0,00161925217;0,21474111499
4780;0;Departamento;Departamento Junín;Departamento;Junín;Direc. de Geodesia y Catastro;;74049;0,25361111742;3,44942819484
4781;0;Departamento;Departamento Mitre;Departamento;Mitre;Catastro Provinciales;;86112;0,31588886797;3,17096577551
4782;0;Departamento;Departamento Atamisqui;Departamento;Atamisqui;Catastro Provinciales;;86021;0,22301724716;2,34719931145
4783;0;Departamento;Departamento Jiménez;Departamento;Jiménez;Catastro Provinciales;;86091;0,50687623915;4,43164775150
4784;0;Departamento;Partido de Coronel de Marina Leonardo Rosales;Partido;Coronel de Marina Leonardo Rosales;ARBA - Gerencia de Servicios Catastrales;;06182;0,13384569382;2,10210493320
4785;0;Departamento;Partido de Baradero;Partido;Baradero;ARBA - Gerencia de Servicios Catastrales;;06070;0,14915749306;2,41729808762
4786;0;Departamento;Partido de San Pedro;Partido;San Pedro;ARBA - Gerencia de Servicios Catastrales;;06770;0,13203879777;2,00295432352
4787;0;Departamento;Departamento Santa Victoria;Departamento;Santa Victoria;IDE Salta;;66161;0,35509653899;3,44027407118
4788;0;Departamento;Departamento General José de San Martín;Departamento;General José de San Martín;IDE Salta;;66056;1,41588808720;6,21773729785
4789;0;Departamento;Departamento Rivadavia;Departamento;Rivadavia;IDE Salta;;66133;2,31731742862;9,66663857128
4790;0;Departamento;Departamento Rosario de Lerma;Departamento;Rosario de Lerma;IDE Salta;;66147;0,45769602559;3,48785679163
4791;0;Departamento;Departamento Ledesma;Departamento;Ledesma;Direc. Grl. de Inmuebles;;38035;0,26411611534;3,53531835264
4792;0;Departamento;Departamento Humahuaca;Departamento;Humahuaca;Direc. Grl. de Inmuebles;;38028;0,31118095094;2,75360175491
4793;0;Departamento;Departamento Cochinoca;Departamento;Cochinoca;Direc. Grl. de Inmuebles;;38007;0,63280121925;4,80012666260
4794;0;Departamento;Departamento Tumbaya;Departamento;Tumbaya;Direc. Grl. de Inmuebles;;38098;0,29178810221;3,15493341457
4795;0;Departamento;Departamento Dr. Manuel Belgrano;Departamento;Dr. Manuel Belgrano;Direc. Grl. de Inmuebles;;38021;0,18409256108;2,74855952659
4796;0;Departamento;Departamento Rinconada;Departamento;Rinconada;Direc. Grl. de Inmuebles;;38049;0,54176027240;3,99244635000
4797;0;Departamento;Departamento Ramón Lista;Departamento;Ramón Lista;IGN;;34063;0,33827384799;3,39700261025
4798;0;Departamento;Departamento La Poma;Departamento;La Poma;IDE Salta;;66091;0,35568530654;4,77352022151
4799;0;Departamento;Departamento Biedma;Departamento;Biedma;IGN;;26007;1,41101750087;8,78824503587
4800;0;Departamento;Partido de Florentino Ameghino;Partido;Florentino Ameghino;ARBA - Gerencia de Servicios Catastrales;;06277;0,17872399449;2,15010439374
4801;0;Departamento;Departamento Florentino Ameghino;Departamento;Florentino Ameghino;IGN;;26028;1,79234859698;9,57779291781
4802;0;Departamento;Departamento La Cocha;Departamento;La Cocha;IDE Tucuman;;90049;0,08785734210;1,55834797464
4803;0;Departamento;Departamento Graneros;Departamento;Graneros;IDE Tucuman;;90035;0,15480446999;2,20747649991
4804;0;Departamento;Departamento Juan Bautista Alberdi;Departamento;Juan Bautista Alberdi;IDE Tucuman;;90042;0,06744435608;1,91990778610
4805;0;Departamento;Departamento Río Chico;Departamento;Río Chico;IDE Tucuman;;90077;0,05589791357;1,44572056013
4806;0;Departamento;Departamento Simoca;Departamento;Simoca;IDE Tucuman;;90091;0,12214817841;2,38446927416
4807;0;Departamento;Departamento Chicligasta;Departamento;Chicligasta;IDE Tucuman;;90021;0,11783810492;2,19873597173
4808;0;Departamento;Departamento Monteros;Departamento;Monteros;IDE Tucuman;;90070;0,10840603908;2,27305380058
4809;0;Departamento;Departamento Leales;Departamento;Leales;IDE Tucuman;;90056;0,17973962240;2,81925721101
